Anime_name,episode,duration,members,Score
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie (12 eps),Sep 2022 - Nov 2022,"13,061 members",8.28
Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"43,242 members",8.28
Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"808,565 members",8.28
Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"538,398 members",8.28
Redline,Movie (1 eps),Aug 2009 - Aug 2009,"370,120 members",8.28
Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"768,358 members",8.28
Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"439,455 members",8.28
Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"621,915 members",8.27
Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"311,035 members",8.27
Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"285,206 members",8.27
Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"94,439 members",8.27
World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"110,850 members",8.27
Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"474,681 members",8.27
Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"143,797 members",8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"347,648 members",8.27
Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"87,616 members",8.26
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"25,221 members",8.26
Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"134,030 members",8.26
Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,475,543 members",8.26
NHK ni Youkoso!,TV (24 eps),Jul 2006 - Dec 2006,"727,732 members",8.31
Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,"484,295 members",8.31
Kuroko no Basket 3rd Season,TV (25 eps),Jan 2015 - Jun 2015,"747,199 members",8.3
Meitantei Conan Movie 06: Baker Street no Bourei,Movie (1 eps),Apr 2002 - Apr 2002,"76,541 members",8.3
Meitantei Conan Movie 26: Kurogane no Submarine,Movie (1 eps),Apr 2023 - Apr 2023,"8,904 members",8.3
Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"379,508 members",8.3
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie (12 eps),Sep 2022 - Nov 2022,"13,061 members",8.28
Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"43,242 members",8.28
Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"808,565 members",8.28
Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"538,398 members",8.28
Redline,Movie (1 eps),Aug 2009 - Aug 2009,"370,120 members",8.28
Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"768,358 members",8.28
Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"439,455 members",8.28
Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"621,915 members",8.27
Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"311,035 members",8.27
Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"285,206 members",8.27
Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"94,439 members",8.27
World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"110,850 members",8.27
Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"474,681 members",8.27
Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"143,797 members",8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"347,648 members",8.27
Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"87,616 members",8.26
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"25,221 members",8.26
Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"134,030 members",8.26
Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,475,543 members",8.26
Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,420,022 members",8.26
Ookami to Koushinryou II,TV (12 eps),Jul 2009 - Sep 2009,"484,295 members",8.31
Kuroko no Basket 3rd Season,TV (25 eps),Jan 2015 - Jun 2015,"747,199 members",8.3
Meitantei Conan Movie 06: Baker Street no Bourei,Movie (1 eps),Apr 2002 - Apr 2002,"76,541 members",8.3
Meitantei Conan Movie 26: Kurogane no Submarine,Movie (1 eps),Apr 2023 - Apr 2023,"8,904 members",8.3
Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"379,508 members",8.3
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie (12 eps),Sep 2022 - Nov 2022,"13,061 members",8.28
Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"43,242 members",8.28
Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"808,565 members",8.28
Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"538,398 members",8.28
Redline,Movie (1 eps),Aug 2009 - Aug 2009,"370,120 members",8.28
Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"768,358 members",8.28
Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"439,455 members",8.28
Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"621,915 members",8.27
Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"311,035 members",8.27
Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"285,206 members",8.27
Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"94,439 members",8.27
World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"110,850 members",8.27
Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"474,681 members",8.27
Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"143,797 members",8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"347,648 members",8.27
Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"87,616 members",8.26
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"25,221 members",8.26
Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"134,030 members",8.26
Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,475,543 members",8.26
Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,420,022 members",8.26
Planetes,TV (26 eps),Oct 2003 - Apr 2004,"249,455 members",8.26
Kuroko no Basket 3rd Season,TV (25 eps),Jan 2015 - Jun 2015,"747,199 members",8.3
Meitantei Conan Movie 06: Baker Street no Bourei,Movie (1 eps),Apr 2002 - Apr 2002,"76,541 members",8.3
Meitantei Conan Movie 26: Kurogane no Submarine,Movie (1 eps),Apr 2023 - Apr 2023,"8,904 members",8.3
Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"379,508 members",8.3
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie (12 eps),Sep 2022 - Nov 2022,"13,061 members",8.28
Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"43,242 members",8.28
Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"808,565 members",8.28
Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"538,398 members",8.28
Redline,Movie (1 eps),Aug 2009 - Aug 2009,"370,120 members",8.28
Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"768,358 members",8.28
Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"439,455 members",8.28
Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"621,915 members",8.27
Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"311,035 members",8.27
Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"285,206 members",8.27
Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"94,439 members",8.27
World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"110,850 members",8.27
Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"474,681 members",8.27
Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"143,797 members",8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"347,648 members",8.27
Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"87,616 members",8.26
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"25,221 members",8.26
Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"134,030 members",8.26
Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,475,543 members",8.26
Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,420,022 members",8.26
Planetes,TV (26 eps),Oct 2003 - Apr 2004,"249,455 members",8.26
Space☆Dandy 2nd Season,TV (13 eps),Jul 2014 - Sep 2014,"165,218 members",8.26
Meitantei Conan Movie 06: Baker Street no Bourei,Movie (1 eps),Apr 2002 - Apr 2002,"76,541 members",8.3
Meitantei Conan Movie 26: Kurogane no Submarine,Movie (1 eps),Apr 2023 - Apr 2023,"8,904 members",8.3
Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"379,508 members",8.3
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie (12 eps),Sep 2022 - Nov 2022,"13,061 members",8.28
Gintama: Shinyaku Benizakura-hen,Special (1 eps),Dec 2010 - Dec 2010,"43,242 members",8.28
Hotarubi no Mori e,Movie (1 eps),Sep 2011 - Sep 2011,"808,565 members",8.28
Kobayashi-san Chi no Maid Dragon S,TV (12 eps),Jul 2021 - Sep 2021,"538,398 members",8.28
Redline,Movie (1 eps),Aug 2009 - Aug 2009,"370,120 members",8.28
Shinsekai yori,TV (25 eps),Sep 2012 - Mar 2013,"768,358 members",8.28
Shirobako,TV (24 eps),Oct 2014 - Mar 2015,"439,455 members",8.28
Koukaku Kidoutai,Movie (1 eps),Nov 1995 - Nov 1995,"621,915 members",8.27
Nodame Cantabile,TV (23 eps),Jan 2007 - Jun 2007,"311,035 members",8.27
Tokyo Godfathers,Movie (1 eps),Nov 2003 - Nov 2003,"285,206 members",8.27
Tsubasa: Tokyo Revelations,OVA (3 eps),Nov 2007 - Mar 2008,"94,439 members",8.27
World Trigger 3rd Season,TV (14 eps),Oct 2021 - Jan 2022,"110,850 members",8.27
Yuru Camp△,TV (12 eps),Jan 2018 - Mar 2018,"474,681 members",8.27
Gin no Saji 2nd Season,TV (11 eps),Jan 2014 - Mar 2014,"143,797 members",8.27
Gyakkyou Burai Kaiji: Ultimate Survivor,TV (26 eps),Oct 2007 - Apr 2008,"347,648 members",8.27
Diamond no Ace: Act II,TV (52 eps),Apr 2019 - Mar 2020,"87,616 members",8.26
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Movie (4 eps),Nov 2019 - Nov 2019,"25,221 members",8.26
Hajime no Ippo: Champion Road,Special (1 eps),Apr 2003 - Apr 2003,"134,030 members",8.26
Kono Subarashii Sekai ni Shukufuku wo! 2,TV (10 eps),Jan 2017 - Mar 2017,"1,475,543 members",8.26
Naruto: Shippuuden,TV (500 eps),Feb 2007 - Mar 2017,"2,420,022 members",8.26
Planetes,TV (26 eps),Oct 2003 - Apr 2004,"249,455 members",8.26
Space☆Dandy 2nd Season,TV (13 eps),Jul 2014 - Sep 2014,"165,218 members",8.26
Stranger: Mukou Hadan,Movie (1 eps),Sep 2007 - Sep 2007,"328,206 members",8.26
Meitantei Conan Movie 26: Kurogane no Submarine,Movie (1 eps),Apr 2023 - Apr 2023,"8,904 members",8.3
Sakamichi no Apollon,TV (12 eps),Apr 2012 - Jun 2012,"379,508 members",8.3
Wu Liuqi: Xuanwu Guo Pian,ONA (10 eps),Jan 2021 - May 2021,"59,534 members",8.3
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,"1,581,908 members",8.3
Ashita no Joe,TV (79 eps),Apr 1970 - Sep 1971,"89,222 members",8.3
Blue Lock,TV (24 eps),Oct 2022 - Mar 2023,"619,517 members",8.3
Boku dake ga Inai Machi,TV (12 eps),Jan 2016 - Mar 2016,"2,046,138 members",8.3
Diamond no Ace: Second Season,TV (51 eps),Apr 2015 - Mar 2016,"135,141 members",8.3
Evangelion Movie 2: Ha,Movie (1 eps),Jul 2009 - Jul 2009,"532,030 members",8.3
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie (12 eps),Mar 2022 - May 2022,"20,060 members",8.3
Kage no Jitsuryokusha ni Naritakute!,TV (20 eps),Oct 2022 - Feb 2023,"569,949 members",8.3
86,TV (11 eps),Apr 2021 - Jun 2021,"733,588 members",8.29
Beck,TV (26 eps),Oct 2004 - Mar 2005,"335,258 members",8.29
Doukyuusei (Movie),Movie (1 eps),Feb 2016 - Feb 2016,"263,327 members",8.29
Initial D Final Stage,TV (4 eps),May 2014 - Jun 2014,"138,892 members",8.29
Kimetsu no Yaiba: Katanakaji no Sato-hen,TV (11 eps),Apr 2023 - Jun 2023,"727,169 members",8.29
Kino no Tabi: The Beautiful World,TV (13 eps),Apr 2003 - Jul 2003,"308,954 members",8.29
Major: World Series,OVA (2 eps),Dec 2011 - Jan 2012,"36,196 members",8.29
Rurouni Kenshin: Meiji Kenkaku Romantan,TV (94 eps),Jan 1996 - Sep 1998,"488,334 members",8.29
Steins;Gate: Oukoubakko no Poriomania,Special (1 eps),Feb 2012 - Feb 2012,"431,935 members",8.29
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,"846,556 members",8.28
Tenki no Ko,Movie (1 eps),Jul 2019 - Jul 2019,"966,403 members",8.28
Yuukoku no Moriarty Part 2,TV (13 eps),Apr 2021 - Jun 2021,"241,589 members",8.28
Blue Giant,Movie (1 eps),Feb 2023 - Feb 2023,"16,129 members",8.28
Dr. Stone,TV (24 eps),Jul 2019 - Dec 2019,"1,688,772 members",8.28
Fate/Zero,TV (13 eps),Oct 2011 - Dec 2011,"1,477,291 members",8.28
